NO,CATEGORY - ENGLISH,CATEGORY - ARABIC,PRODUCT NAME - ENGLISH,PRODUCT NAME - ARABIC,DESCRIPTION - ENGLISH,DESCRIPTION - ARABIC,PRICE,PREPARATION TIME,ADD-ONS ENGLISH,ADD-ONS ARABIC
106,Flower Bouquet,باقة زهور,Premium luxury hand bouquet mixed fresh special flowers,باقة يد فاخرة زهور مشكلة خاصة,"A luxury, high-end bouquet with fresh, hand-picked special flowers.",باقة فاخرة عالية المستوى مع زهور خاصة طازجة ومنتقاة يدوياً.,1100,60,Greeting Card,بطاقة تهنئة
107,Flower Bouquet,باقة زهور,Red and white rose standing bouquet 091,باقة ورد أحمر وأبيض قائمة-091,A classic standing bouquet combining striking red and white roses.,باقة قائمة كلاسيكية تجمع بين الورد الأحمر والأبيض اللافت.,300,60,Greeting Card,بطاقة تهنئة
108,Flower Bouquet,باقة زهور,Rose premium heavy standing bouquet,باقة ورد فاخرة قائمة,"A heavy, premium standing bouquet overflowing with fresh roses.",باقة قائمة فاخرة وغنية تفيض بالورد الطازج.,1600,60,Greeting Card,بطاقة تهنئة
109,Flower Bouquet,باقة زهور,special hand bouquet orange and purple mixed,باقة يد خاصة مزيج برتقالي وبنفسجي,A vibrant mix of orange and purple flowers for a bold statement.,مزيج حيوي من الزهور البرتقالية والبنفسجية لإطلالة جريئة.,790,60,Greeting Card,بطاقة تهنئة
110,Flower Bouquet,باقة زهور,special hand bouquet pink anthurium multi flowers,باقة يد خاصة أنثوريوم وردي وزهور متعددة,Exotic pink anthuriums combined with a multi-floral arrangement.,زهور أنثوريوم وردية غريبة ممزوجة بتنسيق متعدد الزهور.,370,60,Greeting Card,بطاقة تهنئة
111,Flower Bouquet,باقة زهور,standing bouquet purple themed wow flowers -42,باقة قائمة بطابع بنفسجي مبهر-42,A stunning purple-themed arrangement designed to impress.,تنسيق مذهل بطابع بنفسجي مصمم للإبهار.,360,60,Greeting Card,بطاقة تهنئة
112,Flower Bouquet,باقة زهور,standing bouquet colourful beauty flowers-39,باقة قائمة زهور ملونة جميلة-39,"A beautiful, colorful bouquet that brings joy to any space.",باقة جميلة وملونة تجلب البهجة لأي مكان.,430,60,Greeting Card,بطاقة تهنئة
113,Flower Bouquet,باقة زهور,standing bouquet hydrangea modern hand bouquet,باقة قائمة هيدرانجيا عصرية,A modern standing bouquet featuring lush hydrangea flowers.,باقة قائمة عصرية تتميز بزهور الهيدرانجيا الغنية.,580,60,Greeting Card,بطاقة تهنئة
114,Flower Bouquet,باقة زهور,standing bouquet new stylish hydrangea hand bouquet,باقة قائمة هيدرانجيا جديدة وأنيقة,"A new, stylish take on the classic standing hydrangea bouquet.",لمسة جديدة وأنيقة على باقة الهيدرانجيا القائمة الكلاسيكية.,360,60,Greeting Card,بطاقة تهنئة
115,Flower Bouquet,باقة زهور,standing bouquet red and black themed bouquet,باقة قائمة بطابع أحمر وأسود,A dramatic and elegant bouquet with a red and black theme.,باقة درامية وأنيقة بطابع أحمر وأسود.,350,60,Greeting Card,بطاقة تهنئة
116,Flower Bouquet,باقة زهور,standing bouquet red rose with white wrapping special bouquet,باقة قائمة ورد أحمر بتغليف أبيض خاص,Classic red roses elegantly wrapped in crisp white paper.,ورد أحمر كلاسيكي مغلف بأناقة بورق أبيض نقي.,270,60,Greeting Card,بطاقة تهنئة
117,Flower Bouquet,باقة زهور,standing bouquet white and red flower bouquet,باقة قائمة زهور بيضاء وحمراء,A harmonious blend of white and red flowers in a standing design.,مزيج متناغم من الزهور البيضاء والحمراء بتصميم قائم.,330,60,Greeting Card,بطاقة تهنئة
118,Flower Bouquet,باقة زهور,standing bouquet with gerabera flowers -29,باقة قائمة زهور جربيرا-29,Cheerful gerbera flowers arranged in a lovely standing bouquet.,زهور جربيرا مبهجة منسقة في باقة قائمة جميلة.,180,60,Greeting Card,بطاقة تهنئة
119,Flower Bouquet,باقة زهور,standing bouquet with multicolors wow flowers -30,باقة قائمة زهور مبهرة متعددة الألوان-30,"A ""wow"" factor bouquet featuring a vibrant spectrum of colors.",باقة مبهرة تتميز بطيف حيوي من الألوان.,360,60,Greeting Card,بطاقة تهنئة
120,Flower Bouquet,باقة زهور,white open lilly bunch premium,باقة زنبق أبيض مفتوح فاخرة,"A premium, elegant bunch of fresh, open white lilies.",باقة فاخرة وأنيقة من زهور الزنبق الأبيض الطازج والمفتوح.,240,60,Greeting Card,بطاقة تهنئة
121,Anniversary Special,هدايا ذكرى سنوية,ANNIVERSARY SPECIAL 5 LILY WITH ROSE MIX +D123:D143NO-1036,ذكرى سنوية 5 زنبق مع مزيج ورد رقم 1036,A delicate blend of 5 fresh lilies and assorted roses.,مزيج رقيق من 5 زهور زنبق طازجة وورود متنوعة.,220,60,Greeting Card,بطاقة تهنئة
122,Anniversary Special,هدايا ذكرى سنوية,ANNIVERSARY SPECIAL 20 ROSES WITH GYPSO NO-1006,ذكرى سنوية 20 وردة مع جيبسوفيلا رقم 1006,Twenty elegant roses accented with delicate white gypso.,عشرون وردة أنيقة مزينة بالجيبسوفيلا البيضاء الرقيقة.,320,60,Greeting Card,بطاقة تهنئة
123,Anniversary Special,هدايا ذكرى سنوية,ANNIVERSARY SPECIAL arrangement red rose with black box premium love arrangement,ذكرى سنوية تنسيق ورد أحمر في صندوق أسود فاخر,"Premium red roses arranged in a sleek black box, perfect for love.",ورد أحمر فاخر منسق في صندوق أسود أنيق، مثالي للتعبير عن الحب.,1300,60,Greeting Card,بطاقة تهنئة
124,Anniversary Special,هدايا ذكرى سنوية,ANNIVERSARY SPECIAL BABY ROSE MIX-54,ذكرى سنوية بيبي روز مشكل-54,A charming arrangement featuring a variety of colorful baby roses.,تنسيق ساحر يضم مجموعة متنوعة من ورود البيبي روز الملونة.,260,60,Greeting Card,بطاقة تهنئة
125,Anniversary Special,هدايا ذكرى سنوية,ANNIVERSARY SPECIAL bouquet with lilly mix arrangment-16,ذكرى سنوية باقة زنبق مشكلة-16,A sophisticated arrangement featuring a mix of beautiful lilies.,تنسيق راقٍ يضم مزيجاً من زهور الزنبق الجميلة.,220,60,Greeting Card,بطاقة تهنئة
126,Anniversary Special,هدايا ذكرى سنوية,ANNIVERSARY SPECIAL bouquet with red rose mix-9,ذكرى سنوية باقة ورد أحمر مشكل-9,"A classic, passionate bouquet of rich red roses mixed with greens.",باقة كلاسيكية عاطفية من الورد الأحمر الغني مع لمسات خضراء.,1200,60,Greeting Card,بطاقة تهنئة
127,Anniversary Special,هدايا ذكرى سنوية,ANNIVERSARY SPECIAL bouquet with red and white rose-75,ذكرى سنوية باقة ورد أحمر وأبيض-75,A stunning contrast of fresh red and white roses.,تباين مذهل بين الورد الأحمر والأبيض الطازج.,360,60,Greeting Card,بطاقة تهنئة
128,Anniversary Special,هدايا ذكرى سنوية,ANNIVERSARY SPECIAL bouquet with red rose silver rose-86,ذكرى سنوية باقة ورد أحمر وفضي-86,Elegant red roses combined with unique silver-toned blooms.,ورد أحمر أنيق مدمج مع زهور فريدة بدرجات اللون الفضي.,140,60,Greeting Card,بطاقة تهنئة
129,Anniversary Special,هدايا ذكرى سنوية,ANNIVERSARY SPECIAL bouquet with rose black wrapp-73,ذكرى سنوية باقة ورد بتغليف أسود-73,"Vibrant roses presented in stylish, modern black wrapping.",ورود زاهية مقدمة في تغليف أسود أنيق وعصري.,250,60,Greeting Card,بطاقة تهنئة
130,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with flower -01,كعكة ذكرى سنوية خاصة مع زهور -01,A delightful cake paired with a vibrant purple flower bouquet.,كعكة لذيذة مقترنة بباقة زهور بنفسجية زاهية.,270,60,Greeting Card,بطاقة تهنئة
131,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with flower bouquet 22,كعكة ذكرى سنوية خاصة مع باقة زهور 22,A classic celebration cake accompanied by an elegant floral bouquet.,كعكة احتفالية كلاسيكية مصحوبة بباقة زهور أنيقة.,380,60,Greeting Card,بطاقة تهنئة
132,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with flower hand bouquet 07,كعكة ذكرى سنوية خاصة مع باقة يد زهور 07,A charming cake paired with a hand-tied bouquet for special occasions.,كعكة ساحرة مقترنة بباقة منسقة يدوياً للمناسبات الخاصة.,370,60,Greeting Card,بطاقة تهنئة
133,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with flower mix 04,كعكة ذكرى سنوية خاصة مع مزيج زهور 04,A beautifully decorated cake with a mixed fresh floral arrangement.,كعكة مزينة بجمال مع تنسيق زهور طازجة مشكلة.,440,60,Greeting Card,بطاقة تهنئة
134,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with green flower mix 28,كعكة ذكرى سنوية خاصة مع مزيج زهور خضراء 28,An artistic green-themed cake paired with matching green floral accents.,كعكة فنية بطابع أخضر مقترنة بلمسات زهور خضراء مطابقة.,380,60,Greeting Card,بطاقة تهنئة
135,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with mix flower,كعكة ذكرى سنوية خاصة مع مزيج زهور,A decadent chocolate cake paired with a lovely mixed flower bouquet.,كعكة شوكولاتة غنية مقترنة بباقة زهور مشكلة جميلة.,270,60,Greeting Card,بطاقة تهنئة
136,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with mix special flower 10,كعكة ذكرى سنوية خاصة مع مزيج زهور خاصة 10,A premium celebration cake paired with a sophisticated special flower bouquet.,كعكة احتفالية فاخرة مقترنة بباقة زهور خاصة راقية.,360,60,Greeting Card,بطاقة تهنئة
137,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with pink rose 03,كعكة ذكرى سنوية خاصة مع ورد وردي 03,"A soft, romantic cake paired with fresh pink roses.",كعكة ناعمة ورومانسية مقترنة بورود وردية طازجة.,250,60,Greeting Card,بطاقة تهنئة
138,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with red rose 02,كعكة ذكرى سنوية خاصة مع ورد أحمر 02,A classic celebration cake paired with a luxurious red rose bouquet.,كعكة احتفالية كلاسيكية مقترنة بباقة ورد أحمر فاخرة.,270,60,Greeting Card,بطاقة تهنئة
139,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with red rose bouquet 11,كعكة ذكرى سنوية خاصة مع باقة ورد أحمر 11,A premium celebration cake paired with a luxurious red rose bouquet.,كعكة احتفالية فاخرة مقترنة بباقة ورد أحمر فاخرة.,370,60,Greeting Card,بطاقة تهنئة
140,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with rose white and red 05,كعكة ذكرى سنوية خاصة مع ورد أبيض وأحمر 05,A delightful cake paired with a classic bouquet of red and white roses.,كعكة لذيذة مقترنة بباقة كلاسيكية من الورد الأحمر والأبيض.,270,60,Greeting Card,بطاقة تهنئة
141,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with standing bouquet 19,كعكة ذكرى سنوية خاصة مع باقة قائمة 19,A delicious cake complemented by a stylish standing floral bouquet.,كعكة لذيذة مكملة بباقة زهور قائمة أنيقة.,320,60,Greeting Card,بطاقة تهنئة
142,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with white and green flower bouquet 29,كعكة ذكرى سنوية خاصة مع باقة زهور بيضاء وخضراء 29,A sophisticated cake paired with a fresh white and green floral arrangement.,كعكة راقية مقترنة بتنسيق زهور طازجة باللونين الأبيض والأخضر.,270,60,Greeting Card,بطاقة تهنئة
143,Anniversary special,هدية ذكرى سنوية,Anniversary special cake with white cute rose hand bouquet 15,كعكة ذكرى سنوية خاصة مع باقة يد ورد أبيض لطيفة 15,A charming cake paired with a sweet hand-tied bouquet of white roses.,كعكة ساحرة مقترنة بباقة يد رقيقة من الورود البيضاء.,270,60,Greeting Card,بطاقة تهنئة
